[2025-08-22 17:02:29,969] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:02:29: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/'>
[2025-08-22 17:05:47,810] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:05:47: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/C1010QI.jpg'>
[2025-08-22 17:05:47,858] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:05:47: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0817198.jpg'>
[2025-08-22 17:05:47,911] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:05:47: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/C100KEZ.jpg'>
[2025-08-22 17:05:51,889] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:05:51: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/'>
[2025-08-22 17:05:52,145] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:05:52: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/PermInfo/'>
[2025-08-22 17:05:52,219] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:05:52: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2025-08-22 17:06:03,197] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:06:03: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/PersonalInfo/Summary2/'>
[2025-08-22 17:06:04,513] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:06:04: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/PersonalInfo/Summary2/'>
[2025-08-22 17:06:04,563] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:06:04: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2025-08-22 17:11:49,924] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:11:49: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/PersonalInfo/personalinfo/13608/change/'>
[2025-08-22 17:11:50,193] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:11:50: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/PersonalInfo/personalinfo/13608/change/'>
[2025-08-22 17:11:50,373] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:11:50: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
[2025-08-22 17:11:50,394] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:11:50: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0608572.jpg'>
[2025-08-22 17:12:08,630] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:08: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/admin/PersonalInfo/personalinfo/13608/change/'>
[2025-08-22 17:12:14,406] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/PersonalInfo/personalinfo/'>
[2025-08-22 17:12:14,460] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
[2025-08-22 17:12:14,491] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/C121FD9.jpg'>
[2025-08-22 17:12:14,521] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0715026.jpg'>
[2025-08-22 17:12:14,567] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0801046.jpg'>
[2025-08-22 17:12:14,611] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0817872.jpg'>
[2025-08-22 17:12:14,636] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0715859.jpg'>
[2025-08-22 17:12:14,672] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0604313.jpg'>
[2025-08-22 17:12:14,720] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/08Y1548.jpg'>
[2025-08-22 17:12:14,744] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0808393.jpg'>
[2025-08-22 17:12:14,780] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0807401.jpg'>
[2025-08-22 17:12:14,803] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0400971.jpg'>
[2025-08-22 17:12:14,827] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0608572.jpg'>
[2025-08-22 17:12:14,853] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/C111B1J.jpg'>
[2025-08-22 17:12:14,890] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0576972.jpg'>
[2025-08-22 17:12:14,937] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/C090LX1..jpg'>
[2025-08-22 17:12:14,962] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/C1010QI.jpg'>
[2025-08-22 17:12:14,987] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:14: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/0817198.jpg'>
[2025-08-22 17:12:15,020] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:15: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/media/Portraits/C100KEZ.jpg'>
[2025-08-22 17:12:17,411] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:17: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/PersonalInfo/Summary2/'>
[2025-08-22 17:12:18,889] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:18: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/PersonalInfo/Summary2/'>
[2025-08-22 17:12:18,925] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:18: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2025-08-22 17:12:34,909] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:34: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/PersonalInfo/Summary2/'>
[2025-08-22 17:12:35,531] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:35: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/PersonalInfo/Summary2/'>
[2025-08-22 17:12:35,571] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:12:35: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2025-08-22 17:17:03,723] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:17:03: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/PersonalInfo/personalinfo/13059/change/'>
[2025-08-22 17:17:03,914] [UserIP.py:93] [UserIP:process_response] [INFO]- 2025-08-22 17:17:03: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
