[2026-06-04 16:03:37,643] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:37: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/'>
[2026-06-04 16:03:38,409] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:38: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/PermInfo/'>
[2026-06-04 16:03:38,456] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:38: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-06-04 16:03:40,620] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:40: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/'>
[2026-06-04 16:03:40,754] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:40: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/login/?next=/admin/'>
[2026-06-04 16:03:41,072] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:41: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-06-04 16:03:44,799] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:44: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/admin/login/?next=/admin/'>
[2026-06-04 16:03:46,921] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:46: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/'>
[2026-06-04 16:03:47,410] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:47: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-06-04 16:03:58,404] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:58: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/app01/menu/'>
[2026-06-04 16:03:58,459] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:58: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-06-04 16:03:58,633] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:03:58: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
[2026-06-04 16:04:41,504] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:04:41: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/app01/menu/16/change/'>
[2026-06-04 16:04:41,560] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:04:41: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
[2026-06-04 16:04:44,448] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:04:44: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/app01/menu/'>
[2026-06-04 16:04:47,239] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:04:47: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/app01/menu/add/'>
[2026-06-04 16:04:47,280] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:04:47: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
[2026-06-04 16:05:13,408] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:13: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/admin/app01/menu/add/'>
[2026-06-04 16:05:13,709] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:13: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/app01/menu/'>
[2026-06-04 16:05:13,744] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:13: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
[2026-06-04 16:05:15,053] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:15: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/app01/menu/18/change/'>
[2026-06-04 16:05:15,096] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:15: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
[2026-06-04 16:05:17,831] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:17: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/app01/menu/'>
[2026-06-04 16:05:17,864] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:17: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
[2026-06-04 16:05:20,148] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:20: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/app01/permission/'>
[2026-06-04 16:05:20,197] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:20: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-06-04 16:05:20,226] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:20: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
[2026-06-04 16:05:42,243] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:42: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/app01/permission/add/'>
[2026-06-04 16:05:42,301] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:05:42: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
[2026-06-04 16:06:40,227] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:06:40: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/admin/app01/permission/add/'>
[2026-06-04 16:06:40,427] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:06:40: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/app01/permission/add/'>
[2026-06-04 16:06:40,475] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:06:40: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/admin/jsi18n/'>
[2026-06-04 16:08:38,161] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-04 16:08:38: C1010S3/edwin/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/admin/app01/permission/add/'>
