[2026-06-08 13:30:31,662] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:30:31: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/'>
[2026-06-08 13:30:33,185] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:30:33: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/PermInfo/'>
[2026-06-08 13:30:33,276] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:30:33: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-06-08 13:30:42,050] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:30:42: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations/'>
[2026-06-08 13:30:42,438] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:30:42: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-06-08 13:45:03,650] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:45:03: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Sustain/edit/'>
[2026-06-08 13:45:03,997] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:45:03: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Sustain/api/get_customers/'>
[2026-06-08 13:45:04,400] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:45:04: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Sustain/api/search_tasks/?customer=&project_code='>
[2026-06-08 13:45:04,433] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:45:04: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-06-08 13:45:08,558] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:45:08: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Sustain/summary/'>
[2026-06-08 13:45:08,759] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:45:08: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Sustain/api/dashboard_data/?year=&customer='>
[2026-06-08 13:45:08,802] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:45:08: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Sustain/api/get_customers/'>
[2026-06-08 13:45:08,856] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 13:45:08: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-06-08 14:15:32,980] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 14:15:32: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Sustain/summary/'>
[2026-06-08 14:15:33,194] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-06-08 14:15:33: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
